Siruta,Carne,Peste,LegumeFructe,Uleiuri,Lactate,Morarit,Panificatie
148006,0.0,0.0,0.0,0.0,0.0,0.0,100.0
115236,0.0,0.0,0.0,0.0,0.0,100.0,0.0
131620,0.49019607843137253,0.0,0.0,0.0,0.0,77.20588235294117,22.30392156862745
164393,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333
57902,88.88888888888889,0.0,0.0,0.0,1.1111111111111112,1.1111111111111112,8.88888888888889
156213,0.0,0.0,0.0,0.0,100.0,0.0,0.0
25148,0.0,0.0,0.0,0.0,0.0,0.0,100.0
123479,0.0,0.0,0.0,0.0,0.0,50.0,50.0
156259,0.0,0.0,0.0,0.0,0.0,0.0,100.0
98916,0.0,0.0,0.0,0.0,0.0,100.0,0.0
139884,5.970149253731343,0.0,0.0,0.0,17.91044776119403,0.0,76.11940298507463
74359,0.0,0.0,0.0,0.0,0.0,100.0,0.0
156277,0.0,0.0,0.0,0.0,0.0,100.0,0.0
8826,0.0,0.0,0.0,0.0,0.0,4.545454545454546,95.45454545454545
82555,0.0,0.0,0.0,0.0,0.0,0.0,100.0
148097,0.0,0.0,0.0,0.0,95.0,5.0,0.0
25228,0.0,0.0,0.0,0.0,0.0,100.0,0.0
107154,0.0,0.0,0.0,0.0,0.0,0.0,100.0
41621,96.15952732644017,0.0,0.0,0.0,0.0,0.0,3.8404726735598227
156311,0.0,0.0,0.0,0.0,0.0,0.0,100.0
66198,0.0,0.0,0.0,0.0,0.0,100.0,0.0
33435,0.0,0.0,0.0,0.0,100.0,0.0,0.0
148131,0.0,0.0,0.0,0.0,0.0,0.0,100.0
98998,0.0,0.0,0.0,0.0,0.0,100.0,0.0
49849,0.0,0.0,0.0,100.0,0.0,0.0,0.0
115389,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,92.3076923076923
41667,0.0,0.0,0.0,0.0,0.0,0.0,100.0
156357,0.0,0.0,0.0,0.0,0.0,0.0,100.0
123601,0.0,0.0,0.0,0.0,0.0,0.0,100.0
41701,0.0,0.0,0.0,0.0,0.0,0.0,100.0
49894,100.0,0.0,0.0,0.0,0.0,0.0,0.0
148202,0.0,0.0,0.0,0.0,99.57173447537473,0.0,0.4282655246252677
131817,0.0,0.0,0.0,0.0,0.0,0.6172839506172839,99.38271604938271
131835,0.0,0.0,0.0,0.0,0.0,100.0,0.0
33541,0.0,0.0,0.0,0.0,0.0,0.0,100.0
123674,0.0,0.0,0.0,0.0,0.0,12.5,87.5
58142,0.0,0.0,0.0,0.0,67.3469387755102,0.0,32.6530612244898
107314,0.0,0.0,0.0,0.0,100.0,0.0,0.0
156473,0.0,0.0,0.0,0.0,0.0,0.0,100.0
115520,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9026,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33603,0.0,0.0,0.0,0.0,68.25396825396825,0.0,31.746031746031743
148293,0.0,0.0,85.71428571428571,0.0,0.0,0.0,14.285714285714285
74581,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33621,0.0,0.0,0.0,0.0,0.0,0.0,100.0
107350,0.0,0.0,0.0,0.0,21.428571428571427,0.0,78.57142857142857
41818,0.0,0.0,0.0,0.0,100.0,0.0,0.0
131933,0.0,0.0,0.0,0.0,0.0,0.0,100.0
50022,0.0,0.0,0.0,0.0,11.11111111111111,0.0,88.88888888888889
74616,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33658,0.0,0.0,100.0,0.0,0.0,0.0,0.0
107403,0.0,0.0,0.0,0.0,0.0,0.0,100.0
82831,0.0,0.0,0.0,0.0,0.0,0.0,100.0
123790,0.0,0.0,0.0,0.0,0.0,0.0,100.0
58259,0.0,0.0,0.0,0.0,0.0,0.0,100.0
107430,0.0,0.0,0.0,0.0,100.0,0.0,0.0
66474,0.0,0.0,0.0,0.0,0.0,0.0,100.0
91054,0.0,0.0,0.0,0.0,0.0,0.0,100.0
115637,0.0,0.0,0.0,0.0,0.0,0.0,100.0
50102,0.0,0.0,2.803738317757009,0.0,0.0,0.0,97.19626168224299
172992,0.0,0.0,0.0,0.0,0.0,100.0,0.0
41925,0.0,0.0,0.0,0.0,0.0,54.54545454545454,45.45454545454545
58311,0.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,50.0
148426,87.17948717948718,0.0,0.0,0.0,0.0,5.128205128205128,7.6923076923076925
82895,0.0,0.0,0.0,0.0,0.0,0.0,100.0
107485,0.0,0.0,0.0,0.0,0.0,0.0,100.0
66526,0.0,0.0,40.0,0.0,0.0,20.0,40.0
132075,96.42857142857143,0.0,0.0,0.0,0.0,3.571428571428571,0.0
91116,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,48.704663212435236,12.564766839378239,0.38860103626943004,0.0,0.38860103626943004,0.0,37.95336787564767
140280,0.0,0.0,100.0,0.0,0.0,0.0,0.0
115708,0.0,0.0,0.0,0.0,0.0,100.0,0.0
107519,0.0,0.0,0.0,0.0,0.0,0.0,100.0
42003,0.0,0.0,0.0,0.0,0.0,0.0,100.0
66580,0.0,0.0,0.0,0.0,0.0,0.0,100.0
58393,0.0,0.0,100.0,0.0,0.0,0.0,0.0
148514,100.0,0.0,0.0,0.0,0.0,0.0,0.0
156712,0.0,0.0,0.0,0.0,0.0,0.0,100.0
99370,0.0,0.0,0.0,0.0,100.0,0.0,0.0
9262,56.709741550695824,0.0,3.180914512922465,0.0,0.8946322067594433,2.2365805168986084,36.97813121272366
1071,100.0,0.0,0.0,0.0,0.0,0.0,0.0
50228,0.0,0.0,100.0,0.0,0.0,0.0,0.0
33845,0.0,0.0,0.0,0.0,100.0,0.0,0.0
107582,0.0,0.0,0.0,0.0,100.0,0.0,0.0
9280,0.0,0.0,0.0,0.0,0.0,0.0,100.0
164936,0.0,0.0,0.0,14.285714285714285,0.0,0.0,85.71428571428571
17496,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33881,0.0,0.0,0.0,0.0,40.0,0.0,60.0
140379,0.0,0.0,0.0,0.0,13.043478260869565,86.95652173913044,0.0
25692,0.0,0.0,0.0,0.0,0.0,0.0,100.0
42076,0.0,0.0,0.0,0.0,100.0,0.0,0.0
74859,0.0,0.0,0.0,0.0,96.3076923076923,0.0,3.6923076923076925
74867,0.0,0.0,0.0,0.0,0.0,100.0,0.0
42101,94.57364341085271,0.0,0.0,0.0,1.550387596899225,0.0,3.875968992248062
164981,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1151,0.0,0.0,0.0,0.0,0.0,0.0,100.0
156801,0.0,0.0,0.0,0.0,93.93939393939394,0.0,6.0606060606060606
115851,0.0,0.0,37.03703703703704,0.0,35.18518518518518,0.0,27.77777777777778
107662,0.0,0.0,0.0,0.0,100.0,0.0,0.0
9360,0.0,0.0,0.0,0.0,0.0,0.0,100.0
140440,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33952,0.0,0.0,0.0,0.0,100.0,0.0,0.0
17575,0.0,0.0,0.0,0.0,0.0,0.0,100.0
66731,0.0,0.0,0.0,0.0,0.0,100.0,0.0
173230,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9397,0.0,0.0,0.0,0.0,0.0,0.0,100.0
115897,0.0,0.0,0.0,0.0,0.0,0.0,100.0
148667,0.0,0.0,0.0,0.0,0.0,0.0,100.0
83133,4.195804195804196,0.0,20.27972027972028,0.0,28.671328671328673,0.0,46.85314685314685
1213,13.725490196078432,0.0,0.0,1.9607843137254901,9.803921568627452,29.411764705882355,45.09803921568628
42183,0.0,0.0,0.0,0.0,100.0,0.0,0.0
74956,0.0,0.0,0.0,0.0,0.0,0.0,100.0
83151,0.0,0.0,0.0,0.0,100.0,0.0,0.0
107733,0.0,0.0,0.0,0.0,0.0,0.0,100.0
148694,0.0,0.0,0.0,0.0,0.0,23.809523809523807,76.19047619047619
140501,0.0,0.0,0.0,0.0,0.0,0.0,100.0
132315,0.0,0.0,0.0,0.0,0.0,0.0,100.0
50399,0.0,0.0,0.0,0.0,0.0,100.0,0.0
25825,0.0,0.0,0.0,0.0,0.0,0.0,100.0
50415,100.0,0.0,0.0,0.0,0.0,0.0,0.0
9459,0.0,0.0,0.0,0.0,0.0,0.0,100.0
115959,0.0,0.0,0.0,0.0,0.0,0.0,100.0
148729,0.0,0.0,0.0,0.0,0.0,0.0,100.0
42236,0.0,0.0,0.0,0.0,0.0,0.0,100.0
140547,0.0,0.0,0.0,0.0,0.0,0.0,100.0
25861,100.0,0.0,0.0,0.0,0.0,0.0,0.0
99600,0.0,0.0,0.0,0.0,0.0,100.0,0.0
9495,0.0,0.0,88.67924528301887,0.0,0.0,0.0,11.320754716981133
34075,0.0,0.0,0.0,0.0,0.0,100.0,0.0
148765,0.0,0.0,0.0,0.0,100.0,0.0,0.0
66857,0.0,0.0,0.0,0.0,0.0,0.0,100.0
50479,0.0,0.0,0.0,50.0,0.0,50.0,0.0
124206,0.0,0.0,0.0,0.0,0.0,0.0,100.0
132404,0.0,0.0,0.0,0.0,12.5,0.0,87.5
9538,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1348,35.75949367088608,0.0,0.0,0.0,20.253164556962027,1.2658227848101267,42.721518987341774
140627,0.0,0.0,0.0,0.0,0.0,100.0,0.0
75098,8.677248677248677,0.0,0.0,30.317460317460316,9.682539682539684,2.751322751322751,48.57142857142857
107868,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9574,0.0,0.0,0.0,0.0,0.0,0.0,100.0
75114,0.0,0.0,0.0,0.0,0.0,0.0,100.0
83320,10.06711409395973,0.0,0.33557046979865773,0.0,22.818791946308725,0.16778523489932887,66.61073825503355
148872,0.0,0.0,0.0,0.0,100.0,0.0,0.0
75150,58.63309352517986,0.0,0.0,0.0,0.0,0.7194244604316548,40.647482014388494
107920,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9627,0.0,0.0,0.0,0.0,0.0,100.0,0.0
132510,48.62385321100918,0.0,38.53211009174312,0.0,0.0,12.844036697247708,0.0
157086,95.31772575250837,0.0,0.0,0.0,0.0,0.0,4.682274247491638
17824,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,8.064516129032258,0.0,0.0,0.0,0.0,0.0,91.93548387096774
9654,0.0,0.9302325581395349,0.0,0.0,1.8604651162790697,0.0,97.20930232558139
148916,0.0,0.0,0.0,0.0,0.0,0.0,100.0
17851,0.0,0.0,0.0,0.0,0.0,0.0,100.0
75203,11.746031746031745,0.0,0.31746031746031744,0.9523809523809524,5.079365079365079,3.8095238095238098,78.0952380952381
107975,0.0,0.0,12.5,0.0,0.0,0.0,87.5
67014,0.0,0.0,0.0,0.0,0.0,0.0,100.0
75221,0.0,0.0,0.0,100.0,0.0,0.0,0.0
34262,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9690,8.0,0.0,0.0,0.0,0.0,0.0,92.0
173533,100.0,0.0,0.0,0.0,0.0,0.0,0.0
42464,0.0,0.0,0.0,0.0,0.0,0.0,100.0
140770,0.0,0.0,0.0,0.0,0.0,0.0,100.0
83428,0.0,0.0,0.0,0.0,0.0,0.0,100.0
34280,0.0,0.0,0.0,0.0,100.0,0.0,0.0
42480,0.0,0.0,72.72727272727273,0.0,27.27272727272727,0.0,0.0
108017,0.0,0.0,0.0,0.0,0.0,0.0,100.0
124411,0.0,0.0,0.0,0.0,0.0,100.0,0.0
75258,0.0,0.0,0.0,0.0,0.0,100.0,0.0
108035,0.0,0.0,0.0,0.0,0.0,0.0,100.0
26118,0.0,0.0,0.0,0.0,0.0,100.0,0.0
83464,40.65934065934066,0.0,0.0,0.0,0.0,0.0,59.34065934065934
9743,0.0,0.0,0.0,0.0,100.0,0.0,0.0
140823,100.0,0.0,0.0,0.0,0.0,0.0,0.0
34333,0.0,0.0,0.0,0.0,0.0,0.0,100.0
83491,0.0,0.0,0.0,0.0,0.0,0.0,100.0
58918,0.0,0.0,0.0,0.0,0.0,0.0,100.0
34360,0.0,0.0,0.0,0.0,0.0,0.0,100.0
149049,0.0,0.0,0.0,0.0,76.5625,0.0,23.4375
157246,0.0,0.0,0.0,0.0,0.0,0.0,100.0
83525,46.590909090909086,0.0,0.0,0.0,38.63636363636363,0.0,14.772727272727273
9798,0.0,0.0,0.0,0.0,0.0,0.0,100.0
75338,0.0,0.0,0.0,0.0,0.0,100.0,0.0
108106,0.0,0.0,0.0,0.0,0.0,80.0,20.0
132681,0.0,0.0,0.0,0.0,71.42857142857143,28.57142857142857,0.0
157273,0.0,0.0,0.0,0.0,0.0,0.0,100.0
50790,59.25507900677201,0.0,0.33860045146726864,0.0,0.0,0.0,40.40632054176072
9832,0.0,0.0,0.0,0.0,0.0,0.0,100.0
83561,52.94117647058824,0.0,0.32679738562091504,0.0,0.0,0.0,46.73202614379085
18028,0.0,0.0,0.0,0.0,0.0,5.88235294117647,94.11764705882352
58990,0.0,0.0,0.0,0.0,0.0,0.0,100.0
132716,0.0,0.0,0.0,0.0,0.0,0.0,100.0
149101,87.56218905472637,0.0,0.0,0.0,12.437810945273633,0.0,0.0
108151,0.0,0.0,0.0,0.0,40.0,0.0,60.0
99968,0.0,0.0,0.0,0.0,0.0,100.0,0.0
157317,100.0,0.0,0.0,0.0,0.0,0.0,0.0
149138,0.0,0.0,0.0,0.0,0.0,0.0,100.0
91795,0.0,0.0,0.0,0.0,0.0,0.0,100.0
140958,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1696,98.88793840889649,0.0,0.0,0.0,0.0,0.0,1.1120615911035072
59041,0.0,0.0,0.0,0.0,0.0,0.0,100.0
116395,0.0,0.0,0.0,0.0,0.0,0.0,100.0
108204,0.0,0.0,0.0,0.0,0.0,0.0,100.0
26289,0.0,0.0,0.0,0.0,0.0,0.0,100.0
83632,41.66666666666667,0.0,0.0,0.0,0.0,0.0,58.333333333333336
173748,0.0,0.0,0.0,0.0,0.0,100.0,0.0
67256,0.0,0.0,0.0,0.0,0.0,100.0,0.0
42682,16.363636363636363,0.0,6.0606060606060606,0.0,6.666666666666667,4.545454545454546,66.36363636363637
132805,0.0,0.0,0.0,0.0,0.0,0.0,100.0
50889,0.0,0.0,0.0,0.0,0.0,0.0,100.0
26320,0.0,0.0,0.0,0.0,0.0,0.0,100.0
42708,0.0,0.0,0.0,0.0,0.0,4.938271604938271,95.06172839506173
124634,0.0,0.0,0.0,0.0,0.0,0.0,100.0
173793,0.0,0.0,0.0,0.0,0.0,0.0,100.0
149227,0.0,0.0,0.0,0.0,25.0,75.0,0.0
124661,75.0,0.0,0.0,0.0,0.0,25.0,0.0
100086,0.0,0.0,0.0,0.0,0.0,100.0,0.0
75515,0.0,0.0,0.0,0.0,0.0,25.0,75.0
67327,0.0,0.0,0.0,0.0,0.0,0.0,100.0
42753,0.0,0.0,0.0,0.0,14.285714285714285,0.0,85.71428571428571
1794,1.7241379310344827,0.0,0.0,0.0,0.0,45.689655172413794,52.58620689655172
10006,0.0,0.0,0.0,0.0,0.0,0.0,100.0
50969,88.57142857142857,0.0,0.0,0.0,0.0,0.0,11.428571428571429
83749,0.0,0.0,0.0,0.0,13.636363636363635,0.0,86.36363636363636
149290,0.0,0.0,0.0,0.0,0.0,0.0,100.0
124723,100.0,0.0,0.0,0.0,0.0,0.0,0.0
157497,82.27848101265823,0.0,0.0,0.0,0.0,17.72151898734177,0.0
108348,0.0,0.0,0.0,5.555555555555555,0.0,0.0,94.44444444444444
51010,11.475409836065573,0.0,0.0,0.0,0.0,0.0,88.52459016393442
149316,0.0,0.0,0.0,0.0,90.0,0.0,10.0
83785,0.0,0.0,0.0,0.0,0.0,0.0,100.0
141134,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1874,0.3629764065335753,0.0,0.5444646098003629,0.0,85.2994555353902,0.0,13.793103448275861
157530,0.0,0.0,0.0,100.0,0.0,0.0,0.0
173935,0.0,0.0,0.0,0.0,0.0,0.0,100.0
51056,22.857142857142858,0.0,0.0,0.0,0.0,0.0,77.14285714285715
108400,68.0,0.0,0.0,0.0,32.0,0.0,0.0
34690,0.0,0.0,0.0,0.0,0.0,100.0,0.0
83847,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1936,0.0,0.0,0.0,0.0,0.0,0.0,100.0
59283,0.0,0.0,0.0,0.0,0.0,0.0,100.0
133018,0.0,0.0,0.0,0.0,50.0,50.0,0.0
149414,0.0,0.0,0.0,0.0,0.0,0.0,100.0
108455,0.0,0.0,0.0,0.0,0.0,0.0,100.0
116652,0.0,0.0,0.0,0.0,0.0,0.0,100.0
51118,3.125,0.0,0.0,0.0,42.70833333333333,0.0,54.166666666666664
124849,0.0,0.0,0.0,0.0,100.0,0.0,0.0
108473,0.0,0.0,0.0,0.0,0.0,0.0,100.0
59327,0.0,0.0,0.0,0.0,0.0,0.0,100.0
26564,29.02208201892745,0.0,0.0,0.23659305993690852,0.15772870662460567,1.1041009463722398,69.4794952681388
174021,0.0,0.0,50.0,0.0,0.0,0.0,50.0
100308,0.0,0.0,0.0,0.0,0.0,100.0,0.0
26582,0.0,0.0,0.0,3.9215686274509802,3.9215686274509802,0.0,92.15686274509804
100326,0.0,0.0,0.0,0.0,100.0,0.0,0.0
18411,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100335,100.0,0.0,0.0,0.0,0.0,0.0,0.0
157683,0.0,0.0,0.0,0.0,100.0,0.0,0.0
116723,0.0,0.0,0.0,0.0,100.0,0.0,0.0
100353,0.0,0.0,0.0,0.0,0.0,0.0,100.0
51207,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,97.2972972972973
67595,0.0,0.0,0.0,0.0,0.0,0.0,100.0
43019,0.0,0.0,0.0,0.0,80.0,20.0,0.0
83981,0.0,0.0,50.0,0.0,0.0,0.0,50.0
92177,0.0,0.0,0.0,0.0,0.0,0.0,100.0
59416,0.0,0.0,0.0,0.0,0.0,5.555555555555555,94.44444444444444
26653,0.0,0.0,0.0,0.0,0.0,38.88888888888889,61.111111111111114
149539,0.0,0.0,0.0,0.0,0.0,0.0,100.0
34850,0.0,0.0,0.0,0.0,0.0,0.0,100.0
133161,87.46006389776358,0.0,11.661341853035143,0.0,0.0,0.0,0.8785942492012779
10293,0.0,0.0,0.0,0.0,0.0,0.0,100.0
116796,0.0,100.0,0.0,0.0,0.0,0.0,0.0
141376,0.0,0.0,0.0,0.0,0.0,0.0,100.0
26699,10.344827586206897,0.0,13.793103448275861,0.0,0.0,0.0,75.86206896551724
174156,0.0,0.0,0.0,0.0,0.0,0.0,100.0
34903,0.0,0.0,0.0,0.0,0.0,0.0,100.0
108632,0.0,0.0,0.0,0.0,0.0,0.0,100.0
67675,0.0,0.0,0.0,0.0,0.0,0.0,100.0
133214,100.0,0.0,0.0,0.0,0.0,0.0,0.0
18527,75.0,0.0,0.0,0.0,0.0,2.5,22.5
51305,0.0,0.0,0.0,0.0,0.0,0.0,100.0
26742,0.0,0.0,100.0,0.0,0.0,0.0,0.0
108669,0.0,0.0,0.0,0.0,0.0,0.0,100.0
116867,0.0,0.0,0.0,0.0,0.0,0.0,100.0
141447,0.0,0.0,0.0,0.0,0.0,0.0,100.0
157834,4.081632653061225,0.0,0.0,0.0,0.0,0.0,95.91836734693877
174218,0.0,0.0,0.0,0.0,100.0,0.0,0.0
18581,0.0,0.0,0.0,0.0,0.0,0.0,100.0
67737,0.0,0.0,0.0,0.0,0.0,0.0,100.0
108696,0.0,0.0,0.0,0.0,0.0,0.0,100.0
133278,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100521,0.0,0.0,0.0,7.5,40.0,1.5,51.0
34985,0.0,0.0,0.0,0.0,100.0,0.0,0.0
108712,0.0,0.0,0.0,0.0,100.0,0.0,0.0
43180,0.0,0.0,0.0,0.0,100.0,0.0,0.0
174254,0.0,0.0,0.0,0.0,0.0,0.0,100.0
75953,0.0,0.0,0.0,60.0,0.0,40.0,0.0
26804,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,96.15384615384616
84148,0.0,0.0,0.0,0.0,0.0,0.0,100.0
67773,0.0,0.0,0.0,0.0,0.0,0.0,100.0
59586,0.0,0.0,0.0,0.0,16.666666666666664,0.0,83.33333333333334
125123,0.0,0.0,0.0,0.0,0.0,100.0,0.0
116938,0.0,0.0,0.0,0.0,0.0,0.0,100.0
84175,0.0,0.0,0.0,0.0,0.0,0.0,100.0
133330,0.0,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666
26840,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100576,67.22925457102671,0.0,0.0,0.0,0.0,9.985935302390999,22.78481012658228
157923,0.0,0.0,0.0,0.0,0.0,0.0,100.0
35054,0.0,0.0,0.0,0.0,0.0,0.0,100.0
116983,0.0,0.0,0.0,0.0,0.0,9.090909090909092,90.9090909090909
149753,0.0,0.0,0.0,0.0,0.0,0.0,100.0
166137,0.0,0.0,0.0,100.0,0.0,0.0,0.0
26877,0.0,0.0,0.0,0.0,0.0,0.0,100.0
100610,0.0,0.0,0.8064516129032258,0.0,1.6129032258064515,40.32258064516129,57.25806451612904
84237,0.0,0.0,0.0,0.0,0.0,0.0,100.0
141580,0.0,0.0,0.0,0.0,0.0,0.0,100.0
133394,0.0,0.0,0.0,0.0,83.33333333333334,0.0,16.666666666666664
100638,0.0,0.0,0.0,0.0,0.0,100.0,0.0
10532,0.0,0.0,0.0,0.0,0.0,0.0,100.0
26920,100.0,0.0,0.0,0.0,0.0,0.0,0.0
84264,0.0,0.0,0.0,0.0,0.0,0.0,100.0
51500,100.0,0.0,0.0,0.0,0.0,0.0,0.0
59693,0.0,0.0,0.0,0.0,0.0,100.0,0.0
