PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
0.5288721583115533,-1.036051251854309,-0.10012772891306798,-0.6172184613251187,-1.2743196866744497,-1.0879777403649242,1.935950142641627,-1.2046502645492454
0.03998887638269421,-1.059659003383699,-1.6044576066175118,1.7515969164032552,1.5123878325980369,0.3187133434836194,0.7950861843639232,-0.14576718420190413
-0.5677256695777528,-0.924009270172429,-0.7629724170095354,0.5183446009850879,-0.708071326608086,-0.5742959876186546,0.12355863412855338,0.7535417602483694
-0.5527342687427592,-1.410176045094822,0.09384993813751386,1.736386823331831,0.43841302248279673,-0.5142715672464787,0.034932453439870545,0.26433351805980815
1.0458115493374778,-2.708153551040067,0.9728350318081692,-0.48713827675387733,-0.5340017113696682,-0.7079310987817241,-0.08024488556005659,-0.7285986927608524
-0.7765113164649902,-0.5073309085429588,-0.12001111675474005,-0.709147516729822,1.1559012046571164,1.3664360517468532,1.2192286019235206,-0.11142054983287884
2.50382047300303,1.2255050812357475,-0.5602499108141967,-1.5884862277218277,0.0023777496257780706,0.24862850606330247,-1.0085133578058378,0.4913457506207793
-1.7824164471118737,-0.5210305776770443,0.6926966112090663,-0.12203733486654,0.759940851847136,-0.10140617396162405,-0.47424596027810995,1.6229917600644481
-1.0350159481651453,-0.21199546413268958,1.197884154232058,-0.24399866728878816,1.079912563632021,2.1288303421479746,-0.42937081915209796,-0.8075228272524569
0.6545255750866042,-2.920116998413554,-0.7653405433828983,0.5828654579841384,-0.38109483666173416,0.021284303064048736,-0.19961511297577791,0.3593076927302558
-0.6737017704843776,1.0487443720128597,1.0320385554140004,1.009515691862952,-0.6383128168194142,-1.2368037062421917,-0.03445680946271744,-0.09471466962759262
0.4081942248129022,1.0095816162967366,0.06413618730608561,1.19340212602453,1.5194889546188315,0.04736409086802172,-0.37116725663923394,0.1509640909946135
-2.192336143540461,1.0238156173709878,0.27491020257212617,0.10724913320978818,-0.5734758826848574,0.40888107792505635,0.7192379264912534,-0.1476134247751303
-1.208380808658993,-0.3570943361360014,-1.4053145656916075,0.36590973934065757,0.9165158373997063,-1.1864228073825123,-0.6976304314367341,-1.3519667039389855
1.8811939056079747,-0.3254525841278307,0.4375296883723643,1.306107995864937,0.9833155056395801,-1.2816368716522517,-0.5944051485232442,-0.5942807814004544
-0.11545354600226089,1.1118236030270938,1.9583652808812537,0.9465092525235203,-0.7706668701015645,-1.0472888105556175,0.7672037947038151,-0.3394308342651897
-1.4104182474568228,-1.1773101911729045,1.7531320756648352,-0.3342677876355744,-0.4401153097876944,-0.0726896293321683,-0.7235668954109074,0.6871146130879455
1.1540560233785904,-1.176538386862586,-0.8751722292323877,1.2341954577980765,1.232379686976545,0.034636617109481176,-0.028318885463407845,0.18752971864796064
-1.4895282674328203,-0.7564561140460655,0.6874564291085233,-1.2343895282821402,0.44933843788154637,-0.6934993031062346,-1.897092286398431,0.018834609096685113
1.119874560417416,0.029541774703930174,-0.49406500496980243,-1.2444119265470583,-2.1533769396651214,0.5179543296091013,-0.17784225036399584,0.6263967866159739
-0.642970943357133,-0.5373497964667645,0.03445768015333427,-0.37521260705127435,-0.9017241503723369,1.3782600016283613,-0.463235464596741,-1.3943441983403355
-0.7390296844752243,-1.5756547452632312,0.4713075828678041,0.3914926701173311,-1.6344685178388134,-0.26124477103772464,-1.0412048799649456,1.0827004160747062
0.46847699741459803,0.5286071606881036,1.2007625851700512,-0.6682800141886268,-1.078537961231366,-2.515457142556568,-0.9836572035188137,0.20276544982960484
1.0654397307771832,-0.7162757833649116,-0.7327697044590858,-1.0074123992765252,-1.211048333136888,-0.8908727309706891,1.2249296379687173,0.006446637324873861
1.0606180777496084,2.0382155160133624,1.130276783329481,0.8954465490455437,0.06507654725842689,0.33314508324450437,-0.3076622848678438,0.2429220163448269
-0.4615396320241462,0.08415620247350365,-2.0886927339595,-0.407157974182248,1.6190925868681414,-1.3219317914925341,0.8264250491460468,0.30014966737250365
-0.26454838036817624,-1.5958390336181874,-0.36051409419292774,-0.7266272361457947,0.7242379454905662,-0.09817782517809578,-1.3043735885486207,1.2527823516593728
0.9810875694992246,-1.1404177802108333,-1.211186035245788,0.028014638996475973,-0.3244182000840451,0.9003906204363592,0.4209744750105082,-0.6323843344780049
1.3274642824834666,-0.10017541611641363,-0.014719507861355069,-0.8081563728904664,-0.7575963556554406,0.06854768559435233,-1.9279153146278605,1.226657717934209
-1.1934337366125454,-1.1087195916832133,0.007805731082717922,0.8205198223658644,1.2608205734178046,-0.8615801406514397,-0.32975300177900435,-0.45325479971954424
1.1593008754570977,1.5400835384397755,1.2363591983769517,-0.5132494947561247,-1.8703493002915794,-0.09728472967487653,0.639425856783137,-2.3338338873744773
0.6474550523503779,0.5972235296048372,-1.0592814753158633,2.0322730002596305,-0.45351628634706437,-0.6120045421252026,0.9320659858702175,-0.205315861519495
0.40907586186362876,1.782416704364355,-0.7038768658896004,0.9848231299043266,-1.8462254286248236,0.8893191484957819,-0.030288160059127933,-0.7177990339700656
1.2118247610721853,0.3013494045687155,1.0372080257107839,0.1137473404440334,0.2532402123200745,-1.4818298902214548,-0.009540963363718753,-1.0961265568358336
1.8100270335641566,1.0150273680781712,0.742577498597891,1.1775677816277883,-0.2384022219894706,-0.16440115117747825,0.31803910108414646,-0.20615298787303524
-0.7558002106294225,0.7629517904406157,-0.6022786376112201,0.9961847213479937,-0.45833238203659193,-1.940001326548813,-0.32709821941513817,0.5021630597052791
-0.8382061539837548,0.11988388639188854,-0.9111114582834992,1.2003894598075402,-0.9214915603875404,0.21634052326987827,1.193028362620703,1.7207797277140942
-1.1202644777362085,1.3783434676257549,0.3662644168508109,-0.7475007076627599,-1.0882447603260628,-0.9473514141034723,-0.7557927008459692,-0.5508271393053443
0.37338094014529694,-0.9205857482547808,-0.4252571875109679,2.4478206365293915,-0.8735588567790548,-0.17733253275733654,-0.4702362758876539,-0.31251222190094696
0.45915423796248844,-2.797939490450919,-0.5230963900906852,-0.016815616472728993,-1.1717363237101814,0.06882708925860828,0.4997683502489691,-0.7159156734212315
