Locality,Dissimilarity index
Municipiul Gherla,0.021294220377065413
Oras Huedin,0.006650198657526155
Aghiresu,0.005259344176105421
Aiton,0.000571952792620448
Alunis,0.0006895155047299869
Apahida,0.0051515037976611324
Aschileu,0.0008828241729692383
Baciu,0.006824715152389164
Baisoara,0.001045324978203215
Belis,0.0006786729098349495
Bobalna,0.0008286442399506432
Bontida,0.003502555570796423
Borsa,0.0008055993107977346
Buza,0.0009833710270554402
Caianu,0.0016479870430333406
Calarasi,0.0013907785830497587
Calatele,0.0012450682348626528
Camarasu,0.001830409969723669
Capusu Mare,0.0024229129073479985
Caseiu,0.0025180592626023288
Catina,0.0011501308700855508
Ceanu Mare,0.0018867266587273674
Chinteni,0.001685654595151054
Chiuiesti,0.0013209656731112893
Ciucea,0.000872802938499986
Ciurila,0.0008336820941674283
Catcau,0.0011530518325630426
Cojocna,0.0030668368972301117
Cornesti,0.0007875418590142355
Dabaca,0.0007941556441703707
Feleacu,0.002383815030561378
Fizesu Gherlii,0.0018504440067982576
Floresti,0.01353209743628957
Frata,0.00244963021793122
Geaca,0.0009041594492405401
Gilau,0.004381011705812547
Garbau,0.001880197461239525
Iara,0.002062050270471563
Iclod,0.002222408201600725
Izvoru Crisului,0.001672925791150141
Jucu,0.0022365018607000222
Luna,0.0024931906792368527
Maguri-Racatau,0.0012900737337255307
Manastireni,0.0008054257170238706
Margau,0.0008415984333890051
Marisel,0.0008605554948980151
Mintiu Gherlii,0.0020105151547783274
Mociu,0.002072570871115677
Moldovenesti,0.0026868042533739326
Palatca,0.000798357692815011
Panticeu,0.0010764706115560635
Petrestii De Jos,0.0008100643926085796
Ploscos,0.00038495844829851
Poieni,0.0026454276002051474
Recea-Cristur,0.0009222064814211964
Risca,0.000821091279868469
Sacuieu,0.0008887270198692034
Savadisla,0.003586893531297274
Sic,0.0027573788862674995
Sancraiu,0.0021630740791348697
Sanmartin,0.0007245969408094898
Sanpaul,0.0014730827014408803
Suatu,0.0015027131500183906
Tritenii De Jos,0.002230936278258052
Tureni,0.0015055218406076598
Taga,0.0009703070471835507
Unguras,0.002476348992770405
Vad,0.001127979578127911
Valea Ierii,0.0004962090753292504
Viisoara,0.003582634872776328
Vultureni,0.0008335125257551327
Negreni,0.0015182476607872638
Municipiul Constanta,0.6333666405213765
Oras Eforie,0.021943079419332923
Municipiul Mangalia,0.06945890309287577
Oras Navodari,0.037009608744489934
Oras Techirghiol,0.030000857485057857
Agigea,0.015279973933049036
23-Aug,0.013468707494251456
Limanu,0.012101146514710876
Oras Ovidiu,0.02168325909086559
Tuzla,0.013200208989629716
Oras Cernavoda,0.017051587123944216
Oras Harsova,0.019395010454206503
Municipiul Medgidia,0.16257497801619195
Adamclisi,0.0019703631668867762
Albesti,0.0036929705136212786
Aliman,0.00163600956839744
Oras Baneasa,0.023585594523659114
Castelu,0.018067442681394836
Cerchezu,0.0007539432125047635
Chirnogeni,0.0017348990366775124
Ciobanu,0.0018177099638982028
Ciocarlia,0.0106840529016945
Cobadin,0.0331708263353234
Cogealac,0.003973488521165709
Comana,0.00482320526164892
Corbu,0.0028395000785728865
Crucea,0.0016202980442353752
Cumpana,0.01848031391546114
Deleni,0.0020032406315290455
Dobromir,0.03388565042719302
Garliciu,0.0008900064016364824
Ghindaresti,0.04217791337951101
Independenta,0.015292589761570914
Ion Corvin,0.0018710934929140066
Istria,0.0014108261753677702
Lipnita,0.005361024328893947
Mereni,0.005423315987215586
Mihail Kogalniceanu,0.03912162253285936
Mihai Viteazu,0.001685753335027293
Mircea Voda,0.0027470976709462335
Oras Murfatlar,0.0199256505836268
Oras Negru Voda,0.0037653086977844424
Nicolae Balcescu,0.0029961461197755383
Oltina,0.001470778282519058
Ostrov,0.0028712036872719712
Pantelimon,0.0008387618239115494
Pecineaga,0.003780628722668137
Pestera,0.0018789678499142146
Poarta Alba,0.003872158253449852
Rasova,0.0020804120520053317
Saraiu,0.0007239032876315266
Sacele,0.0011731717775155777
Seimeni,0.001149763399069764
Silistea,0.0016046184399472112
Targusor,0.0009159231995663336
Topalu,0.0009995637747035806
Topraisar,0.011409725749554348
Valu Lui Traian,0.038242464833558726
Lumina,0.011872017279276349
Dumbraveni,0.0002998102305975973
Vulturu,0.00035812302593976267
Tortoman,0.0009436070519004929
Amzacea,0.008673284414956987
Horia,0.0006401769968737078
Costinesti,0.0016531118263774945
Baraganu,0.0017618456041326143
Cuza Voda,0.002404203108672799
Saligny,0.0012204455752420856
Gradina,0.0016949828124877455
Fantanele,0.0008970746192537145
Municipiul Sfantu Gheorghe,0.05508371882151786
Oras Baraolt,0.009577953514545937
Oras Covasna,0.009055976174078379
Comandau,0.001129093450551122
Oras Intorsura Buzaului,0.004242648541489222
Barcani,0.0020158760042835286
Sita Buzaului,0.0026647258103886587
Municipiul Targu Secuiesc,0.021909078276846284
Aita Mare,0.0018927183911183632
Batani,0.004954037489117281
Belin,0.003298241873060446
Bodoc,0.0028637897351193324
Borosneu Mare,0.0034448481205000565
Brates,0.0017605746003869147
Bradut,0.005163428749716383
Bretcu,0.016491501649897808
Catalina,0.00391212356513549
Cernat,0.004577256751884501
Chichis,0.001283911139407151
Dobarlau,0.001203616341274808
Ghelinta,0.005385059882523317
Ghidfalau,0.002991002064878706
Haghig,0.0021590307770811795
Ilieni,0.0021330546235959367
Lemnia,0.0022101336792635226
Malnas,0.001213059903253496
Moacsa,0.0013324349165875025
Ojdula,0.005361001072097934
Ozun,0.004481022703722289
Poian,0.0020590717787210707
Reci,0.0026622919965884084
Sanzieni,0.0053046674583048774
Turia,0.004684378176394583
Valea Crisului,0.0025271130872726003
Valcele,0.0044245536256648935
Varghis,0.0019038046475193691
Zagon,0.004301646260016313
Zabala,0.0045574155912314965
Valea Mare,0.0006028213577225019
Mereni,0.0015164622726352476
Arcus,0.0017302031613558857
Bixad,0.0020171571339472143
Micfalau,0.0020838300700039922
Dalnic,0.0011023091620016325
Estelnic,0.0013590555735270488
Municipiul Targoviste,0.07837297857888961
Aninoasa,0.00353633611190136
Doicesti,0.0026151108124555767
Razvad,0.005929340576080926
Sotanga,0.004114108811558983
Ulmi,0.0023844496851376075
Oras Fieni,0.004144651877448037
Motaieni,0.0011787252378603645
Oras Gaesti,0.006769282482078776
Gura Foii,0.001205024795968923
Petresti,0.003452741076254858
Municipiul Moreni,0.009526247043473681
Iedera,0.002322917503701438
Oras Pucioasa,0.007822648788699855
Branesti,0.0023543054846730774
Oras Titu,0.005327834255966583
Branistea,0.002398762622594716
Baleni,0.07926826624362504
Barbuletu,0.0013677001089344222
Bezdead,0.002674142331852833
Bilciuresti,0.0010507594533236421
Buciumeni,0.0026423353525752875
Bucsani,0.003748053769285802
Candesti,0.0016781126659578677
Cobia,0.0018406816711542076
Cojasca,0.010134750061901841
Comisani,0.0030058207250681264
Contesti,0.0032375470832502157
Corbii Mari,0.004778477191330478
Cornatelu,0.0009110768841511323
Cornesti,0.004125506414075663
Costestii Din Vale,0.002415038192718342
Crangurile,0.002392049914629778
Darmanesti,0.0027043162880507807
Dobra,0.0022807741382299303
Dragodana,0.003701451920349312
Dragomiresti,0.004941370166065891
Finta,0.0024332339147321697
Glodeni,0.002430824688308512
Gura Ocnitei,0.00406893948234652
Gura Sutii,0.003030459449434918
Hulubesti,0.0017764786944643484
I. L. Caragiale,0.00468275400359498
Lucieni,0.001749317991215865
Ludesti,0.003817858752616853
Lunguletu,0.0031832836564007717
Malu Cu Flori,0.001437204248837205
Manesti,0.003090063416559056
Matasaru,0.0030589833376275526
Mogosani,0.0024433685391834466
Moroeni,0.0034270945401414818
Morteni,0.0017515039191145553
Nucet,0.002110488552307964
Ocnita,0.002506861181578338
Odobesti,0.0029451653554976817
Pietrosita,0.001816431215124409
Poiana,0.002157022089296006
Potlogi,0.007247907739443543
Produlesti,0.001889739518068186
Pucheni,0.0010820263135712892
Oras Racari,0.0037010046047168178
Runcu,0.0023687050728697155
Salcioara,0.0023450576967394116
Selaru,0.001973893362216726
Tatarani,0.00288856629888217
Uliesti,0.0025295500788425386
Valea Lunga,0.0027713303240897748
Valea Mare,0.0013199279915842527
Vacaresti,0.004477380829018857
Valeni-Dambovita,0.0015938830726858512
Visina,0.0023543054846730774
Visinesti,0.0011474073265306868
Varfuri,0.001066122823932517
Voinesti,0.0034047061992108153
Vulcana-Bai,0.0017741226219252714
Municipiul Craiova,0.10180865777578259
Bucovat,0.0023649078110989253
Isalnita,0.0020107233108076963
Podari,0.004166952168978826
Simnicu De Sus,0.0026108579795918697
Municipiul Bailesti,0.010519840630418682
Municipiul Calafat,0.01116499926596368
Oras Filiasi,0.00914434822597083
Oras Segarcea,0.004097302132455821
Afumati,0.0014095013237562751
Almaj,0.0011474073265306868
Amarastii De Jos,0.003893395624814078
Amarastii De Sus,0.0009702332651769621
Apele Vii,0.0011863059215766248
Argetoaia,0.002539257178990652
Oras Bechet,0.0029119043690630023
Bistret,0.0027634988197900168
Barca,0.0024933864249790183
Botosesti-Paia,0.000466143000709777
Brabova,0.0008958965829841758
Bradesti,0.0025410178758127028
Bralostita,0.0021428479742908817
Bratovoesti,0.0019122590736042639
Breasta,0.002073034881829738
Bulzesti,0.0009247584715878738
Calopar,0.0024033320265542573
Caraula,0.0019042262100713268
Carpen,0.0013464954560827255
Castranova,0.0018985458372685724
Calarasi,0.0042291060267417285
Celaru,0.0025823895341535266
Cerat,0.0035062909592016
Cernatesti,0.0011220795467356047
Cetate,0.003472471980330739
Cioroiasi,0.0009080597058582695
Ciupercenii Noi,0.0029942596015558303
Cosoveni,0.001985786608874925
Cotofenii Din Dos,0.001343497211524299
Daneti,0.0036112701842708626
Oras Dabuleni,0.006943071613478033
Desa,0.00806787380467477
Diosti,0.0017502727289604365
Dobresti,0.0014018100068664645
Dragotesti,0.0012355402406834777
Dranic,0.0015394573905975904
Farcas,0.0011209862198314803
Galicea Mare,0.0024712372835003736
Ghercesti,0.0013800694897645785
Gighera,0.001371591677598831
Giubega,0.0011886385959645406
Giurgita,0.0016165222397689033
Gangiova,0.0009707018860998826
Gogosu,0.00037697160625238177
Goicea,0.0015938830726858512
Goiesti,0.0017768316989096372
Grecesti,0.0009624556322131118
Izvoare,0.0009253474897226432
Leu,0.002786591641709198
Lipovu,0.0027379805016968873
Macesu De Jos,0.0007642627289388076
Macesu De Sus,0.0007446188385200731
Maglavit,0.002692162402743723
Malu Mare,0.0020479431627355637
Melinesti,0.002159963581337002
Mischii,0.0010022260553856235
Marsani,0.0026854443095870005
Motatei,0.004006501352701094
Murgasi,0.0014383822851067438
Negoi,0.002014084311904995
Orodel,0.001554212599700242
Ostroveni,0.002664785196352034
Perisor,0.0009864756698183337
Pielesti,0.0019735181846162273
Piscu Vechi,0.001370663188633759
Plenita,0.002561992766315587
Poiana Mare,0.0058061523051066675
Predesti,0.001050136424675746
Radovan,0.0008322333322159783
Rast,0.0018841668389750837
Robanesti,0.0013694671633387302
Sadova,0.005090920642050498
Salcuta,0.001970453536696412
Scaesti,0.0012051311037380825
Seaca De Camp,0.0011246121214973264
Seaca De Padure,0.0006037435881385802
Secu,0.0006414407487638184
Silistea Crucii,0.0009219807152712318
Sopot,0.001039027989733127
Teasc,0.001902660362577787
Terpezita,0.000928904996682421
Teslui,0.001328552785034489
Tuglui,0.001625583744194236
Unirea,0.002168728658905058
Urzicuta,0.047631469729306375
Valea Stanciului,0.0029888228238579896
Vela,0.001076136132223596
Verbita,0.0007704357202783051
Vartop,0.0012499262589404263
Varvoru De Jos,0.0016656135792073902
Catane,0.001718536335430547
Carcea,0.003663719800117528
Carna,0.0008144805483258459
Cotofenii Din Fata,0.0014423633507413504
Dobrotesti,0.0010131111918032757
Galiciuica,0.0008648785222152059
Ghidici,0.0011285587462180678
Ghindeni,0.0017588924941437975
Intorsura,0.0008376071857931718
Plesoi,0.0007969415363429256
Rojiste,0.0014036302151553524
Talpas,0.000725104722052227
Municipiul Galati,0.12413822293264173
Sendreni,0.0020144420209111647
Vanatori,0.00276661817901162
Municipiul Tecuci,0.015288083135012197
Draganesti,0.0027023332983238603
Munteni,0.0037703300396238204
Oras Beresti,0.0016584156556698369
Beresti-Meria,0.0020995902386120773
Oras Targu Bujor,0.0033894483007398976
Barcea,0.0030931881892882476
Balabanesti,0.0011821593964820782
Balasesti,0.0013023190959750247
Baleni,0.0013049048246213263
Baneasa,0.0010096238792969825
Branistea,0.002265952764457676
Brahasesti,0.009288054889104735
Buciumeni,0.0014899575357497762
Cavadinesti,0.0017196091231965512
Certesti,0.0012400830740632797
Corod,0.004162591158414971
Corni,0.0011933507410426959
Cosmesti,0.0028881494575656538
Costache Negri,0.001322934730691952
Cuca,0.0012121993213553147
Cudalbi,0.0036173900217257794
Draguseni,0.0027018836634759625
Fartanesti,0.002960581647573379
Foltesti,0.0016242218079106467
Frumusita,0.002852320514629802
Fundeni,0.0020668646349056366
Ghidigeni,0.0043444418729942525
Gohor,0.0018217799369570082
Grivita,0.0016006682638277188
Independenta,0.0024050950755879533
Ivesti,0.005464305285251942
Jorasti,0.0010301927177115869
Liesti,0.004937665784608314
Matca,0.006333122959760972
Mastacani,0.0026181856090497445
Movileni,0.0020244504071131506
Namoloasa,0.0012575537177325544
Nicoresti,0.0019566148400326183
Oancea,0.0008209775198669539
Pechea,0.005639375362762537
Piscu,0.0026705423539951224
Priponesti,0.0012711011348322493
Rediu,0.0010826153317060588
Scanteiesti,0.0014059862876944294
Schela,0.0021234103758434935
Slobozia Conachi,0.002317786360317378
Smardan,0.002694168948434991
Smulti,0.00075688830317861
Suceveni,0.0010378499534635884
Tudor Vladimirescu,0.002772478604625895
Tulucesti,0.004024708697660889
Tepu,0.001375893208936613
Umbraresti,0.0035346944271124224
Valea Marului,0.0022630076737838287
Varlezi,0.0011279697280832984
Vladesti,0.001157375480919695
Radesti,0.0008605554948980151
Negrilesti,0.0013462891981266632
Poiana,0.0009718799223694214
Cuza Voda,0.0014972840985836783
Suhurlui,0.0007321495415182973
Municipiul Targu Jiu,0.038568053684563126
Balesti,0.003924924172994128
Dragutesti,0.0028545058996729145
Turcinesti,0.0012817034612580976
Municipiul Motru,0.011064002233229621
Oras Novaci,0.0030643658300485905
Oras Targu Carbunesti,0.004440473389988011
Oras Ticleni,0.0024861796778123165
Albeni,0.0014933906277475174
Alimpesti,0.001078492204762673
Aninoasa,0.002211161362759612
Arcani,0.0007663125933349197
Baia De Fier,0.0023054169794872216
Balanesti,0.0012127883394900838
Barbatesti,0.0009524657220731946
Bengesti-Ciocadia,0.00180016326198128
Berlesti,0.001231047901667934
Balteni,0.004039793885110448
Bolbosi,0.0017364254613000333
Borascu,0.0019738402083321455
Branesti,0.001409520396503046
Oras Bumbesti-Jiu,0.004898321374762067
Bumbesti-Pitic,0.0012216236115116246
Bustuchin,0.0019178069334933163
Capreni,0.0012540196089239385
Catunele,0.0014478065752630532
Ciuperceni,0.0009235804353183349
Calnic,0.0012291511413433044
Crasna,0.0029747712366924232
Cruset,0.0019144854402230198
Danciulesti,0.0013078499152951726
Danesti,0.0021579829373350014
Dragotesti,0.0014448614845892062
Farcasesti,0.0018730776685665215
Glogova,0.0010932176581319069
Godinesti,0.0011583095035172433
Hurezani,0.00093712785241803
Ionesti,0.0013029081141097943
Jupanesti,0.0012012376329019212
Lelesti,0.0015540674127282367
Licurici,0.0013082092773227182
Logresti,0.0015620760934083066
Matasari,0.002783797189731788
Musetesti,0.001151530453474072
Negomir,0.0020639195442317894
Pades,0.002770611600034684
Pestisani,0.0019921971673316895
Plopsoru,0.0035776961505890104
Polovragi,0.0017675084323869159
Prigoria,0.0018094637100114321
Rosia De Amaradia,0.0017278758591630769
Runcu,0.003023147275779251
Samarinesti,0.0010078100285903517
Sacelu,0.0008847052384235582
Saulesti,0.0012092542306814682
Scoarta,0.0029071894418854325
Schela,0.0009532843963151881
Slivilesti,0.001851873015714825
Stanesti,0.0013217566944224133
Stejari,0.0014855037358882915
Stoina,0.001350618583026111
Telesti,0.0013550047661176853
Oras Tismana,0.0038878302230250417
Turburea,0.0023431141401124597
Oras Turceni,0.004052085405185557
Tantareni,0.003034456550999626
Urdari,0.0017523289509388052
Vagiulesti,0.0015279130415916848
Vladimir,0.0016086085260550848
Oras Rovinari,0.006892158474102071
Municipiul Odorheiu Secuiesc,0.037334648716283655
Bradesti,0.0022133879693846657
Feliceni,0.0037713949320805507
Municipiul Miercurea Ciuc,0.042595176146787435
Pauleni-Ciuc,0.0021100015806969036
Oras Baile Tusnad,0.0017701999218015523
Oras Balan,0.005466939001757811
Oras Borsec,0.0025884631022605135
Oras Cristuru Secuiesc,0.010490806860939202
Municipiul Gheorgheni,0.01905018673115824
Municipiul Toplita,0.00804299447344992
Oras Vlahita,0.0079232724976213
Atid,0.0028239927381203734
Avramesti,0.002794117358727096
Bilbor,0.0015341675099892296
Capalnita,0.002287137943163079
Ciucsangeorgiu,0.00547821856210987
Ciumani,0.00504694111511691
Carta,0.0031332547939925274
Corbu,0.0007967300822539083
Corund,0.006781341141607034
Danesti,0.0026673794255142
Dealu,0.00454855212605714
Ditrau,0.006354897807984272
Darjiu,0.0011604088139202855
Frumoasa,0.004118254278710616
Galautas,0.001490543119481336
Joseni,0.006296162369384731
Lazarea,0.003903343304484184
Lueta,0.003945189276705952
Lunca De Jos,0.006157916886782803
Lunca De Sus,0.0037246941405420344
Lupeni,0.004980130507253665
Martinis,0.003245529631303274
Meresti,0.0015393187419337963
Mihaileni,0.0027123762278694436
Mugeni,0.003999558215011224
Ocland,0.0014654373562211426
Plaiesii De Jos,0.0033356927289803343
Praid,0.007033134759378339
Remetea,0.0071550672619376055
Sacel,0.0012881705815358559
Sarmas,0.002242352234007446
Secuieni,0.0030418143674101022
Siculeni,0.0030891583340649873
Sancraieni,0.0028198533325618424
Sandominic,0.006961675853192596
Sanmartin,0.002674994742286608
Sansimion,0.00397942508972367
Subcetate,0.0009492455760029151
Suseni,0.005716997611785241
Simonesti,0.004291192786608548
Tulghes,0.0021930183301716154
Tusnad,0.002386209790319938
Ulies,0.0013123873806534965
Varsag,0.0018455976376746358
Voslabeni,0.0014339426124188714
Zetea,0.0064348569929194785
Madaras,0.0025538234653545303
Cozmeni,0.0023627328084901
Tomesti,0.0029801430626274225
Ciceu,0.0031118484618210987
Leliceni,0.0022928427570121216
Porumbeni,0.0020643784329616686
Racu,0.0018545574368992838
Satu Mare,0.002289842135717957
Santimbru,0.0023468656598211973
Municipiul Deva,0.008723554751519666
Carjiti,0.00038521786013915254
Municipiul Hunedoara,0.028646496137817713
Ghelari,0.001097305157852707
Teliucu Inferior,0.001231379119207152
Municipiul Petrosani,0.011867696877952486
Municipiul Lupeni,0.024014774409170818
Oras Petrila,0.010328666562983686
Oras Uricani,0.004484871681850976
Municipiul Vulcan,0.01593026115375622
Oras Aninoasa,0.002578167008964266
Banita,0.0006964674724586923
Municipiul Brad,0.010310171419464699
Criscior,0.0021671706140518883
Oras Calan,0.006335785862232279
Oras Hateg,0.0058190691855016605
Municipiul Orastie,0.012947210762706192
Oras Simeria,0.00649326455112726
Baia De Cris,0.001506243389185881
Balsa,0.0004789057540806052
Baru,0.001475611673132728
Bacia,0.0009716711012370397
Baita,0.0020652577704697024
Batrana,7.24492305766296e-05
Beriu,0.0017462261540527927
Blajeni,0.0006950413990278289
Bosorod,0.0012063091400076212
Branisca,0.000982616117420545
Bretea Romana,0.0016718696850032398
Buces,0.0011203826867847812
Bucuresci,0.0008976636373884839
Bulzestii De Sus,0.00015078864250095265
Bunila,0.00017081525908311043
Burjuc,0.0004934384055255708
Cerbal,0.0002762495052068234
Certeju De Sus,0.0016901164613918932
Densus,0.0008983488234153419
Dobra,0.0018569309532639048
Oras Geoagiu,0.003224607931902437
Gurasada,0.0008526735280610958
Harau,0.001142951062199923
Ilia,0.0026672472633264012
Lapugiu De Jos,0.0009612775959435735
Lelese,0.00022995734102923426
Lunca Cernii De Jos,0.0005242261399447182
Luncoiu De Jos,0.0010543424612371299
Martinesti,0.0005096568705254498
Orastioara De Sus,0.0011654859310121595
Pestisu Mic,0.000655015809707908
Pui,0.0022328960332028756
Rapoltu Mare,0.0010747709599193763
Rachitova,0.0007727917928173826
Ribita,0.0007763259016259985
Rau De Mori,0.0017086292786035896
Romos,0.0015104950613452173
Sarmizegetusa,0.0006991645259712142
Salasu De Sus,0.0013503300856946487
Santamaria-Orlea,0.0025433600307384905
Soimus,0.0018195171682456686
Tomesti,0.0006237702047207379
Toplita,0.0004105456399342345
Totesti,0.0009840733411501897
Turdas,0.0012003632518418068
General Berthelot,0.0005049728124121098
Vata De Jos,0.0021260499071669016
Valisoara,0.0006826875555819439
Vetel,0.0021582834383880433
Vorta,0.0005071446140364073
Zam,0.0018407771088048367
Municipiul Calarasi,0.0330411640767766
Modelu,0.005092809085654207
Municipiul Slobozia,0.028034999558677616
Municipiul Fetesti,0.014700267749507653
Oras Tandarei,0.006212215800863487
Albesti,0.000738039722865991
Oras Amara,0.004033307732457271
Andrasesti,0.0011999261157946417
Balaciu,0.001020785468124182
Borcea,0.004176851878654025
Bordusani,0.008944638482515732
Bucu,0.0013143291147776357
Oras Cazanesti,0.001896039647907484
Ciocanesti,0.002374336356034943
Ciochina,0.0017954506231150323
Ciulnita,0.0013582758187781125
Cocora,0.0011094380389002922
Cosambesti,0.0010908615855928295
Cuza Voda,0.002241803020932133
Dichiseni,0.0009842493031995778
Dor Marunt,0.006640230246622757
Dorobantu,0.001686858670779153
Dragalina,0.004739988529497318
Dragos Voda,0.0015238502070910418
Facaeni,0.0029124700588624326
Gheorghe Doja,0.0014701892643842883
Gheorghe Lazar,0.0013203724001968119
Giurgeni,0.0008693907669195551
Gradistea,0.002702815003069373
Grindu,0.0012392994740527625
Grivita,0.001918072702916216
Independenta,0.0019166884086906145
Jegalia,0.0023778662100638515
Lehliu,0.0015048260968655181
Oras Lehliu Gara,0.00388711383010838
Lupsanu,0.0018797744667329694
Mihail Kogalniceanu,0.0017105086633701818
Milosesti,0.0015547250657992706
Movila,0.0010228884864048736
Munteni-Buzau,0.001939813220018102
Alexandru Odobescu,0.0015754938045876806
Perieti,0.001972339636481585
Perisoru,0.002873111367846515
Reviga,0.0015328187294613878
Roseti,0.003374355188173264
Salcioara,0.0012982364077517054
Saveni,0.0018665984690840586
Scanteia,0.002221057680294884
Sfantu Gheorghe,0.0011715570700562299
Stelnica,0.0009881130183023207
Suditi,0.001166844924978075
Stefan Cel Mare,0.0018524620338495942
Stefan Voda,0.0012178705295824315
Ulmu,0.0008782260389410955
Unirea,0.0014725453369233657
Valea Ciorii,0.0010655338057977473
Valcelele,0.0010596436244500545
Vlad Tepes,0.0012027241224563104
Vladeni,0.0012233609101825137
Municipiul Iasi,0.18156554128570124
Barnova,0.0060761749988150465
Holboca,0.00600023678444217
Rediu,0.002361742355663969
Tomesti,0.005809317543444084
Oras Harlau,0.005700134887561646
Municipiul Pascani,0.015883473727025355
Oras Targu Frumos,0.023158096954794115
Ion Neculce,0.0029754143595529027
Alexandru I. Cuza,0.0016845918654403306
Andrieseni,0.0023811940609164053
Aroneanu,0.0019101858110569902
Baltati,0.0028376065633269067
Belcesti,0.0060461832596360445
Bivolari,0.002369030938042311
Ungheni,0.002350771375864461
Braesti,0.0017370144794348027
Butea,0.001430489035665261
Ceplenita,0.0022606516012447513
Ciortesti,0.0022524053473579808
Ciurea,0.006235303083594102
Coarnele Caprei,0.0017670544043080392
Comarna,0.00265840262927219
Costuleni,0.0023894403148031753
Cotnari,0.004065207591208614
Cozmesti,0.0014429647242645777
Cristesti,0.0022269712597937385
Cucuteni,0.000708099748179657
Dagata,0.0025056615559427447
Deleni,0.00559626129844356
Dobrovat,0.0014554638110150545
Dolhesti,0.0018257350478293548
Dumesti,0.002519351375320613
Erbiceni,0.0029759492729619615
Focuri,0.014238105250325506
Golaiesti,0.002075110888792407
Gorban,0.001642771577871707
Grajduri,0.0019828707454064287
Gropnita,0.0017947382566421983
Grozesti,0.0010131111918032757
Halaucesti,0.003136521567646769
Helesteni,0.0014783488792637568
Horlesti,0.0016893040105184854
Ipatele,0.0010537534431023607
Lespezi,0.005313517234436611
Letcani,0.0036489673448961008
Lungani,0.004692810448868148
Madarjac,0.0008821663060795797
Mircesti,0.0020621069185211105
Mironeasa,0.0028899031350144177
Miroslava,0.006349211510320768
Miroslovesti,0.002447286693797886
Mogosesti,0.0029615831816202733
Mogosesti-Siret,0.0020845351789487163
Mosna,0.0010119331555337372
Motca,0.002851995391333945
Movileni,0.0018429080377729637
Oteleni,0.0018412706892889767
Plugari,0.002088887961999326
Oras Podu Iloaiei,0.005057002255822986
Popesti,0.002290102507983219
Popricani,0.003933697932900415
Prisacani,0.0018564554548726585
Probota,0.0019732107514773105
Raducaneni,0.0038351391288961876
Romanesti,0.0011002858757491393
Ruginoasa,0.0033915664200018965
Schitu Duca,0.0023529607959223084
Scanteia,0.0023890575546244696
Scobinti,0.00422078486019878
Sinesti,0.002358428611616463
Siretel,0.002366674865503233
Stolniceni-Prajescu,0.02384031782742233
Strunga,0.0021734769172988885
Scheia,0.0017523289509388052
Sipote,0.003098824407021531
Tansa,0.001457230865419363
Tatarusi,0.003095130836559176
Todiresti,0.003956786962873179
Trifesti,0.0021358499511271345
Tibana,0.0041207708708463475
Tibanesti,0.0039688041920758555
Tiganasi,0.0022795001815573705
Tutora,0.0011786252876734619
Valea Seaca,0.002995661291641031
Victoria,0.002404961044263241
Vanatori,0.0025963501374079447
Vladeni,0.002273020982074908
Voinesti,0.003579510388675438
Bals,0.0018922260994398486
Costesti,0.0009848383213343472
Draguseni,0.0008293375337552397
Fantanele,0.0012263357565897792
Harmanesti,0.001231047901667934
Rachiteni,0.001770588513116655
Roscani,0.0008263924430813929
Valea Lupului,0.0024626584820036995
Ciohorani,0.0010293744967363261
Municipiul Giurgiu,0.025573669829220297
Slobozia,0.001474421535838928
Oras Buftea,0.011226680627509639
Municipiul Oltenita,0.01562339303367036
Mitreni,0.002350185528886254
Municipiul Urziceni,0.009351398562815364
Ciocarlia,0.0004482428005594726
Manasia,0.002320195769613697
Adancata,0.001578568601181848
Adunatii-Copaceni,0.0035174021855000574
Afumati,0.007966309524233446
Alexeni,0.0013436720392701364
Armasesti,0.001318222585613797
Axintele,0.0014765090022130114
Balotesti,0.005182989168935074
Baneasa,0.0028326075913783126
Barcanesti,0.0024356990452537555
Belciugatele,0.0013240367144779753
Berceni,0.004004707394574667
Bolintin-Deal,0.003316448551160967
Oras Bolintin-Vale,0.008086772715740943
Brazii,0.0007763259016259985
Branesti,0.005494296438349297
Brezoaele,0.002291067928714438
Bucsani,0.002228944572154109
Oras Budesti,0.006147432554242685
Bulbucata,0.0009035538187361772
Butimanu,0.0013464233774713368
Buturugeni,0.0022194987096318887
Calugareni,0.003337287484402861
Cascioarele,0.0010354280118754172
Cernica,0.00713473487496556
Chirnogi,0.00486238597998851
Chiselet,0.002273624234872906
Ciocanesti,0.003130574373721951
Ciolpani,0.0024997520087470405
Ciorogarla,0.0032504239186685368
Clejani,0.0023896487149740126
Clinceni,0.0034902153210235225
Colibasi,0.0019070757346168297
Comana,0.004035292010076853
Corbeanca,0.005805013239096471
Cornetu,0.0031965779056289307
Cosereni,0.0026340890986885175
Crevedia,0.004246321270348696
Crevedia Mare,0.002931174627369868
Curcani,0.004408346470610352
Daia,0.0015783325874923673
Dascalu,0.0017154496253046672
Darasti-Ilfov,0.0017141661205168622
1 Decembrie,0.004169565056329581
Domnesti,0.004482087032154139
Dragomiresti-Vale,0.0028594754743959242
Dragoesti,0.0006181862315160097
Dridu,0.0019975369972254978
Oras Fierbinti-Targ,0.0027650586075593257
Floresti-Stoenesti,0.005251473074065174
Frasinet,0.0010341543372430768
Fratesti,0.002852085846442062
Frumusani,0.0036199908789176526
