Locality,Shannon-Weaver entropy
Oras Baneasa,1.1030874648796327
Castelu,1.1254962843204337
Cerchezu,0.0
Chirnogeni,0.07028168815315339
Ciobanu,0.0
Ciocarlia,0.5688091808450536
Cobadin,1.0587641687731366
Cogealac,0.03110425615562396
Comana,0.5132554234356012
Corbu,0.09640630269378925
Crucea,0.0443347751221687
Cumpana,0.523565028958007
Deleni,0.13451924024219203
Dobromir,0.9589355036469019
Garliciu,0.0
Ghindaresti,0.17209818872559737
Independenta,0.9918254386501774
Ion Corvin,0.2831418739901533
Istria,0.025596039426134098
Lipnita,0.463168808268655
Mereni,0.5412017876788605
Mihail Kogalniceanu,0.50275829611605
Mihai Viteazu,0.3080151918607503
Mircea Voda,0.04292391350118242
Oras Murfatlar,0.5936009979240612
Oras Negru Voda,0.3319338460579771
Nicolae Balcescu,0.20436193559669474
Oltina,0.0
Ostrov,0.28955406315578713
Pantelimon,0.0
Pecineaga,0.2956160095092877
Pestera,0.0
Poarta Alba,0.19889736603944513
Rasova,0.0
Saraiu,0.0
Sacele,0.020760441863596872
Seimeni,0.0
Silistea,0.1862830160396991
Targusor,0.0
Topalu,0.0
Topraisar,0.4109364366837401
Valu Lui Traian,0.7828320489054149
Lumina,0.42405996309184624
Dumbraveni,0.0
Vulturu,0.0
Tortoman,0.0
Amzacea,0.735937069209256
Horia,0.027700014548547792
Costinesti,0.11131328463249467
Baraganu,0.2052909617775318
Cuza Voda,0.7864546465839443
Saligny,0.0
Gradina,0.299603392963207
Fantanele,0.0
Municipiul Sfantu Gheorghe,0.853915462862014
Oras Baraolt,0.2847499249356455
Oras Covasna,1.1106174163460727
Comandau,0.34833203459108597
Oras Intorsura Buzaului,0.05825782083911404
Barcani,0.22080747822303293
Sita Buzaului,0.012434068210292738
Municipiul Targu Secuiesc,0.503122803641738
Aita Mare,0.43305785407660496
Batani,0.6547303839731147
Belin,1.4410725581012724
Bodoc,0.26261470400529713
Borosneu Mare,0.29161228194523975
Brates,0.12552482654559327
Bradut,0.9357337866355188
Bretcu,1.015726864572758
Catalina,0.09714036526396821
Cernat,0.11253449492095882
Chichis,1.0405717984425098
Dobarlau,0.1250677937184993
Ghelinta,0.18060872396973354
Ghidfalau,0.11960154197731249
Haghig,1.5672635142176525
Ilieni,0.567077194606881
Lemnia,0.16827333166636296
Malnas,0.32714749707465596
Moacsa,0.355774445747585
Ojdula,1.0506664519247135
Ozun,0.7291824338342009
Poian,0.03758600950488712
Reci,0.10652677687071549
Sanzieni,0.06885725218217298
Turia,0.08569009504933357
Valea Crisului,0.11916821217935596
Valcele,1.3688163680861742
Varghis,0.054129892789432706
Zagon,0.9995624762537576
Zabala,1.1334025109349348
Valea Mare,0.09702043712493197
Mereni,0.10545940491609888
Arcus,0.25123240384659884
Bixad,0.2159450066217252
Micfalau,0.17177607044875934
Dalnic,0.13306748290765347
Estelnic,0.06558444313806877
Municipiul Targoviste,0.3362153908382642
Aninoasa,0.01729332586306077
Doicesti,0.014796684120662793
Razvad,0.05492182490992892
Sotanga,0.01950446899998724
Ulmi,0.1438615476789333
Oras Fieni,0.05007708504364628
Motaieni,0.04124595012807966
Oras Gaesti,0.1491740912083583
Gura Foii,0.05842745555499332
Petresti,0.03218883251177748
Municipiul Moreni,0.14140726565116862
Iedera,0.436982351837734
Oras Pucioasa,0.08743772986221345
Branesti,0.0
Oras Titu,0.23277661376819497
Branistea,0.15567822721428076
Baleni,1.3591717525013807
Barbuletu,0.0
Bezdead,0.0
Bilciuresti,0.12791429715016803
Buciumeni,0.0
Bucsani,0.18932270069319823
Candesti,0.0
Cobia,0.0
Cojasca,0.7664337414557666
Comisani,0.015835059200182376
Contesti,0.624533192232529
Corbii Mari,0.48777899039660194
Cornatelu,0.2350843961807622
Cornesti,0.012786918194862676
Costestii Din Vale,0.7527828954258075
Crangurile,0.7855602922535472
Darmanesti,0.11253958183337603
Dobra,0.015167197704947602
Dragodana,0.03238824254986505
Dragomiresti,0.34094060652262004
Finta,0.0
Glodeni,0.01800645982959157
Gura Ocnitei,0.3851968873060454
Gura Sutii,0.36227158179260976
Hulubesti,0.0
I. L. Caragiale,0.6817324792013005
Lucieni,0.12582185998419712
Ludesti,0.8295146112387881
Lunguletu,0.006797825510382136
Malu Cu Flori,0.0
Manesti,0.5602005720877952
Matasaru,0.39311604249583104
Mogosani,0.1780386872437149
Moroeni,0.6930292132291985
Morteni,0.05760207160221676
Nucet,0.2982348782878412
Ocnita,0.0
Odobesti,0.4180172717354816
Pietrosita,0.034017078936433076
Poiana,0.47064307228676905
Potlogi,0.9296044269469561
Produlesti,0.31772712758411026
Pucheni,0.0
Oras Racari,0.26082347871319167
Runcu,0.010906631945798464
Salcioara,0.025211865892934702
Selaru,0.07666383403777065
Tatarani,0.14785845102149398
Uliesti,0.010704617325289368
Valea Lunga,0.0
Valea Mare,0.26447536283754725
Vacaresti,0.07611899027901431
Valeni-Dambovita,0.0
Visina,0.0
Visinesti,0.0
Varfuri,0.0
Voinesti,0.02097945586224543
Vulcana-Bai,0.0
Municipiul Craiova,0.19083983830519907
Bucovat,0.0
Isalnita,0.15725475512608278
Podari,0.4593889780693148
Simnicu De Sus,0.02687406730241545
Municipiul Bailesti,0.4690996044812859
Municipiul Calafat,0.3178090734468212
Oras Filiasi,0.2714082190215108
Oras Segarcea,0.5379905402896967
Afumati,0.18097056090732716
Almaj,0.0
Amarastii De Jos,0.7745111529134858
Amarastii De Sus,0.4424080837272288
Apele Vii,0.037166684259643194
Argetoaia,0.0
Oras Bechet,0.9379593904026364
Bistret,0.6510361784517137
Barca,0.7513877468889366
Botosesti-Paia,0.03573444092438398
Brabova,0.0
Bradesti,0.047533181324097666
Bralostita,0.0
Bratovoesti,0.01365679962141151
Breasta,0.3835301379076103
Bulzesti,0.0
Calopar,0.7120640548905479
Caraula,0.9054754799134439
Carpen,0.0
Castranova,0.10925908403907372
Calarasi,0.006313901209034596
Celaru,0.11667292800961471
Cerat,0.9393084853070002
Cernatesti,0.0
Cetate,0.6735790155372288
Cioroiasi,0.03132631201465251
Ciupercenii Noi,0.04930611205851779
Cosoveni,0.6136676868917942
Cotofenii Din Dos,0.029894291558153548
Daneti,0.0
Oras Dabuleni,0.10055787256092028
Desa,0.10600240672740263
Diosti,0.0736436287689068
Dobresti,0.02883611725299235
Dragotesti,0.07274376702041915
Dranic,0.06403343707880102
Farcas,0.4748231432419644
Galicea Mare,0.010924779497385417
Ghercesti,0.0
Gighera,0.4968567313693464
Giubega,0.0
Giurgita,0.40046051216290746
Gangiova,0.0
Gogosu,0.0
Goicea,0.0
Goiesti,0.0569254551048912
Grecesti,0.0
Izvoare,0.0
Leu,0.016004035528199595
Lipovu,0.9370886795723861
Macesu De Jos,0.030008630936287566
Macesu De Sus,0.3024433946458447
Maglavit,0.3773598470142423
Malu Mare,0.4800890936277461
Melinesti,0.12065541595633197
Mischii,0.02382666367194583
Marsani,0.10300671381154791
Motatei,0.0
Murgasi,0.0
Negoi,0.9849483170668636
Orodel,0.01980757445936815
Ostroveni,0.21849466214232535
Perisor,0.034073136076475524
Pielesti,0.07241645411854203
Piscu Vechi,0.3243138684751241
Plenita,0.2566220876444775
Poiana Mare,0.2137203133553299
Predesti,0.09416841621188146
Radovan,0.5332147920654049
Rast,0.4228447376625432
Robanesti,0.0
Sadova,0.6957168046119426
Salcuta,0.9510703066402137
Scaesti,0.0
Seaca De Camp,0.04683562431416878
Seaca De Padure,0.0
Secu,0.0
Silistea Crucii,0.44599512468515423
Sopot,0.0
Teasc,0.027583121033119277
Terpezita,0.04560647594182623
Teslui,0.16619511835757256
Tuglui,0.04560647594182623
Unirea,0.0816222130382437
Urzicuta,0.9716880204343147
Valea Stanciului,0.20883190181694453
Vela,0.0
Verbita,0.0
Vartop,0.8681053249370494
Varvoru De Jos,0.021826081201151065
Catane,0.9946655360108454
Carcea,0.1649332681082249
Carna,0.5564601366896204
Cotofenii Din Fata,0.8714233929194968
Dobrotesti,0.0
Galiciuica,0.09367621540293117
Ghidici,0.0
Ghindeni,0.4110507381919115
Intorsura,0.0497008549013714
Plesoi,0.0
Rojiste,0.0
Talpas,0.05599449120437128
Municipiul Galati,0.12017284276007083
Sendreni,0.0
Vanatori,0.0
Municipiul Tecuci,0.3005154295767596
Draganesti,0.43818773496457736
Munteni,0.5147375372150115
Oras Beresti,0.039430600469160845
Beresti-Meria,0.03232967494329629
Oras Targu Bujor,0.262797952030407
Barcea,0.6717291813392668
Balabanesti,0.0
Balasesti,0.0
Baleni,0.014822716916257507
Baneasa,0.07526826758743452
Branistea,0.0
Brahasesti,0.8743112824251416
Buciumeni,0.6539510887286941
Cavadinesti,0.014656639469103786
Certesti,0.07009315676005658
Corod,0.0
Corni,0.0
Cosmesti,0.06883651277362055
Costache Negri,0.0
Cuca,0.0
Cudalbi,0.006072741436820054
Draguseni,0.11137412337290935
Fartanesti,0.02065406288947706
Foltesti,0.21100768060512412
Frumusita,0.6338103665905627
Fundeni,0.0
Ghidigeni,0.8621588725622353
Gohor,0.023065642998992927
Grivita,0.27323242115678403
Independenta,0.12331350006158968
Ivesti,0.7082837558841499
Jorasti,0.0
Liesti,0.40265857367213287
Matca,0.007619747085493615
Mastacani,0.0
Movileni,0.6638299217525712
Namoloasa,0.0
Nicoresti,0.05304062674430537
Oancea,0.07840285243103612
Pechea,0.024521649155606125
Piscu,0.09019291217465446
Priponesti,0.0
Rediu,0.0
Scanteiesti,0.0
Schela,0.0
Slobozia Conachi,0.0
Smardan,0.0
Smulti,0.0
Suceveni,0.0
Tudor Vladimirescu,0.030863776925891283
Tulucesti,0.016989821664571605
Tepu,0.029296354015496504
Umbraresti,0.328369976237048
Valea Marului,0.0
Varlezi,0.0
Vladesti,0.026355687689488046
Radesti,0.0
Negrilesti,0.022404079909667855
Poiana,0.0
Cuza Voda,0.0
Suhurlui,0.0
Municipiul Targu Jiu,0.23572329766401945
Balesti,0.2118454381302816
Dragutesti,0.009636088673164362
Turcinesti,0.0
Municipiul Motru,0.08094614054367888
Oras Novaci,0.07706471316846333
Oras Targu Carbunesti,0.37423653026100484
Oras Ticleni,0.09548224695476795
Albeni,0.01318543236705399
Alimpesti,0.0
Aninoasa,0.0936453124934765
Arcani,0.0
Baia De Fier,0.0
Balanesti,0.0
Barbatesti,0.04466460085095255
Bengesti-Ciocadia,0.49749578613369305
Berlesti,0.0
Balteni,0.18681757715538141
Bolbosi,0.0
Borascu,0.08987440826717702
Branesti,0.0
Oras Bumbesti-Jiu,0.24595330281365682
Bumbesti-Pitic,0.0
Bustuchin,0.09007728233868384
Capreni,0.0
Catunele,0.0
Ciuperceni,0.0
Calnic,0.028285414420485773
Crasna,0.007215833775069984
Cruset,0.02995775993800494
Danciulesti,0.014793797593009611
Danesti,0.028526309574538285
Dragotesti,0.0
Farcasesti,0.0
Glogova,0.0
Godinesti,0.1024862628786403
Hurezani,0.0
Ionesti,0.0
Jupanesti,0.01592355834518254
Lelesti,0.01763148189211935
Licurici,0.0
Logresti,0.0
Matasari,0.03494664789523976
Musetesti,0.0
Negomir,0.0
Pades,0.014074048271302354
Pestisani,0.11955648542904151
Plopsoru,0.0
Polovragi,0.5972126095990834
Prigoria,0.0
Rosia De Amaradia,0.26033487741312134
Runcu,0.009159288855530554
Samarinesti,0.0
Sacelu,0.0
Saulesti,0.0
Scoarta,0.584114169009508
Schela,0.05810074789112419
Slivilesti,0.0
Stanesti,0.0
Stejari,0.0
Stoina,0.0
Telesti,0.34992565284806426
Oras Tismana,0.09375529034178913
Turburea,0.0
Oras Turceni,0.00549309765615825
Tantareni,0.4505053547501381
Urdari,0.0
Vagiulesti,0.0
Vladimir,0.0
Oras Rovinari,0.05756723656070503
Municipiul Odorheiu Secuiesc,0.29656921264563507
Bradesti,0.1014742954560209
Feliceni,0.1364841938252103
Municipiul Miercurea Ciuc,0.7558173012391556
Pauleni-Ciuc,0.12180351260546829
Oras Baile Tusnad,0.4735235740385059
Oras Balan,1.0741960937136683
Oras Borsec,0.7824462244384317
Oras Cristuru Secuiesc,0.33616917576658034
Municipiul Gheorgheni,0.6239733688248178
Municipiul Toplita,1.0184809045405887
Oras Vlahita,0.07985562611283055
Atid,0.3971259427666932
Avramesti,0.5767686918246091
Bilbor,0.02674867264073962
Capalnita,0.2642658027888358
Ciucsangeorgiu,0.13511702027688693
Ciumani,0.02374323102007969
Carta,0.0325899659878467
Corbu,0.7169317337801066
Corund,0.21250067816141427
Danesti,0.08029744684927649
Dealu,0.05529926318229586
Ditrau,0.06027930677086
Darjiu,0.42191062905928556
Frumoasa,0.2883510828166203
Galautas,0.8225668089346148
Joseni,0.13589010249870348
Lazarea,0.16632611277631032
Lueta,0.02159722315831422
Lunca De Jos,0.05779630085053673
Lunca De Sus,0.08530148070185892
Lupeni,0.23813332719927485
Martinis,0.1249396918753892
Meresti,0.07206170752523061
Mihaileni,0.7441976189810189
Mugeni,0.09007797358817363
Ocland,0.11406203765114972
Plaiesii De Jos,0.44161439489778176
Praid,0.2561799019052876
Remetea,0.0640012272830883
Sacel,1.3449676086420541
Sarmas,0.7147749010922537
Secuieni,0.9288337053997949
Siculeni,0.2861611762861056
Sancraieni,0.38238849271538494
Sandominic,0.14253838516243456
Sanmartin,0.06947928579507708
Sansimion,0.10427711233115806
Subcetate,0.47847609526810814
Suseni,0.2580080906560507
Simonesti,0.17438758929946302
Tulghes,0.900027187993416
Tusnad,0.42892522226259977
Ulies,0.3767957862105725
Varsag,0.02563794547780449
Voslabeni,1.0491009948237626
Zetea,0.13296889708419365
Madaras,0.015118672449618432
Cozmeni,0.24557944486969896
Tomesti,0.06104066466135349
Ciceu,0.09156968482432812
Leliceni,0.20318015643913018
Porumbeni,0.04623649088156516
Racu,0.04592187259413022
Satu Mare,0.021291562180063846
Santimbru,0.17564594835023123
Municipiul Deva,0.22090324673458298
Carjiti,0.0
Municipiul Hunedoara,0.5852080353839695
Ghelari,0.15487061341654382
Teliucu Inferior,0.2001464262539681
Municipiul Petrosani,0.4905525820321279
Municipiul Lupeni,0.4866589626279985
Oras Petrila,0.37467193827413875
Oras Uricani,0.34532352083213474
Municipiul Vulcan,0.5414714910999456
Oras Aninoasa,0.6343192075137889
Banita,0.05810074789112419
Municipiul Brad,0.43060079304583976
Criscior,0.08549213198028005
Oras Calan,0.47528874938826493
Oras Hateg,0.22939965220408326
Municipiul Orastie,0.6474749542545406
Oras Simeria,0.3376230291479899
Baia De Cris,0.01680659326934859
Balsa,0.08794303083475913
Baru,0.17018010941658923
Bacia,0.303629570211384
Baita,0.08282769086606803
Batrana,0.0
Beriu,0.07598629839780031
Blajeni,0.0
Bosorod,0.0
Branisca,0.11839085911564998
Bretea Romana,0.0981270722825052
Buces,0.09585012195505063
Bucuresci,0.0
Bulzestii De Sus,0.0
Bunila,0.0
Burjuc,0.08627956252870467
Cerbal,0.0
Certeju De Sus,0.07042727420052163
Densus,0.05154034773806093
Dobra,0.16981133077004673
Oras Geoagiu,0.5377156804350806
Gurasada,0.043940678706667506
Harau,0.4428086599335277
Ilia,0.0732178598075765
Lapugiu De Jos,0.0
Lelese,0.06452495841744675
Lunca Cernii De Jos,0.0
Luncoiu De Jos,0.0
Martinesti,0.5847248170638573
Orastioara De Sus,0.020393135236084953
Pestisu Mic,0.15039418951607403
Pui,0.16921249319172557
Rapoltu Mare,0.19519479250172062
Rachitova,0.0
Ribita,0.0
Rau De Mori,0.26733751492251734
Romos,0.268693410060235
Sarmizegetusa,0.0
Salasu De Sus,0.058463364893697634
Santamaria-Orlea,0.3685518297099202
Soimus,0.1692771922792778
Tomesti,0.0
Toplita,0.0
Totesti,0.2500090794521818
Turdas,0.8294681741551725
General Berthelot,0.13990471372459384
Vata De Jos,0.10478417395355552
Valisoara,0.07094888640232846
Vetel,0.5869503227196619
Vorta,0.0
Zam,0.2737905812989345
Municipiul Calarasi,0.3116676648960503
Modelu,0.1526236592902905
Municipiul Slobozia,0.22938403065602858
Municipiul Fetesti,0.3510550071679922
Oras Tandarei,0.599812162387662
Albesti,0.0
Oras Amara,0.04521036032597223
Andrasesti,0.33786924703269505
Balaciu,0.1260509165558138
Borcea,0.029570396608846305
Bordusani,0.6086099796532625
Bucu,0.014730595792293178
Oras Cazanesti,0.5867406696850325
Ciocanesti,0.053462586114524424
Ciochina,0.049343924170295116
Ciulnita,0.0
Cocora,0.18994144038855787
Cosambesti,0.0
Cuza Voda,0.0
Dichiseni,0.0
Dor Marunt,0.49905228648889727
Dorobantu,0.11395464216086534
Dragalina,0.5253445484883186
Dragos Voda,0.2905409737090213
Facaeni,0.11822488926986176
Gheorghe Doja,0.0
Gheorghe Lazar,0.022779906302584373
Giurgeni,0.0
Gradistea,0.065350929297089
Grindu,0.09584800673280335
Grivita,0.01060264561036863
Independenta,0.02475512256085876
Jegalia,0.0
Lehliu,0.36495582258615666
Oras Lehliu Gara,0.6213877897964983
Lupsanu,0.06724006476072725
Mihail Kogalniceanu,0.0
Milosesti,0.01633811395604487
Movila,0.08912507400466653
Munteni-Buzau,0.02962582646899567
Alexandru Odobescu,0.022890611121676157
Perieti,0.030987461931021115
Perisoru,0.014869956948352123
Reviga,0.11419281264532173
Roseti,0.01185764454049095
Salcioara,0.12499500262726919
Saveni,0.0
Scanteia,0.017041017226694412
Sfantu Gheorghe,0.0
Stelnica,0.060592571880133325
Suditi,0.0
Stefan Cel Mare,0.0
Stefan Voda,0.1610860625252704
Ulmu,0.0
Unirea,0.0
Valea Ciorii,0.0
Valcelele,0.0
Vlad Tepes,0.2279754948912901
Vladeni,0.06107071116147342
Municipiul Iasi,0.13741290211140536
Barnova,0.06386322728930934
Holboca,0.1689899211446937
Rediu,0.050450360242054675
Tomesti,0.009183590491274303
Oras Harlau,0.33909329579272457
Municipiul Pascani,0.14536627360124102
Oras Targu Frumos,0.8717740626265694
Ion Neculce,0.009066489172126409
Alexandru I. Cuza,0.0
Andrieseni,0.013702239542847298
Aroneanu,0.0
Baltati,0.009681583497868131
Belcesti,0.05746342241156145
Bivolari,0.0
Ungheni,0.0
Braesti,0.0
Butea,0.06798749233644212
Ceplenita,0.0
Ciortesti,0.0
Ciurea,0.3521481733925022
Coarnele Caprei,0.0
Comarna,0.09458166698130525
Costuleni,0.013661183022518309
Cotnari,0.0700862754586341
Cozmesti,0.024675338599820615
Cristesti,0.03503538799203653
Cucuteni,0.06289599804519273
Dagata,0.3277508221033188
Deleni,0.0
Dobrovat,0.0
Dolhesti,0.7588903524015445
Dumesti,0.012653489047128931
Erbiceni,0.007213319057955982
Focuri,0.6363050761032154
Golaiesti,0.0
Gorban,0.0
Grajduri,0.44279032946280117
Gropnita,0.0
Grozesti,0.0
Halaucesti,0.0
Helesteni,0.0165991923000551
Horlesti,0.0
Ipatele,0.0
Lespezi,0.1619256590722702
Letcani,0.0
Lungani,0.9198458740749562
Madarjac,0.07096043197884164
Mircesti,0.027134702377882274
Mironeasa,0.4214653259131372
Miroslava,0.021332335003077664
Miroslovesti,0.32889943750873657
Mogosesti,0.0
Mogosesti-Siret,0.0
Mosna,0.0
Motca,0.5301925855249014
Movileni,0.020011914905934097
Oteleni,0.0
Plugari,0.009840826848570006
Oras Podu Iloaiei,0.4781350715565887
Popesti,0.0
Popricani,0.016618338095836356
Prisacani,0.01988638855488309
Probota,0.0
Raducaneni,0.2798302230877903
Romanesti,0.0
Ruginoasa,0.0
Schitu Duca,0.06781647884579788
Scanteia,0.0
Scobinti,0.0105916869164863
Sinesti,0.0
Siretel,0.0
Stolniceni-Prajescu,1.0719476567167887
Strunga,0.0
Scheia,0.0
Sipote,0.0
Tansa,0.0
Tatarusi,0.037357527928679475
Todiresti,0.09960124470345852
Trifesti,0.056845308554434426
Tibana,0.0
Tibanesti,0.0
Tiganasi,0.0
Tutora,0.0
Valea Seaca,0.1577425366842967
Victoria,0.0
Vanatori,0.08967750078752772
Vladeni,0.0
Voinesti,0.35246695122604166
Bals,0.06912434764754273
Costesti,0.0
Draguseni,0.0
Fantanele,0.0
Harmanesti,0.0
Rachiteni,0.0
Roscani,0.0
Valea Lupului,0.03659770570957722
Ciohorani,0.4882674261137
Municipiul Giurgiu,0.31941000152515425
Slobozia,0.6293610531694851
Oras Buftea,0.3961873160115202
Municipiul Oltenita,0.38698192453143526
Mitreni,0.30549050032809255
Municipiul Urziceni,0.2216291547800628
Ciocarlia,0.0
Manasia,0.24378696357692795
Adancata,0.0
Adunatii-Copaceni,0.10160848399927702
Afumati,0.37687347252713843
Alexeni,0.34522299684644253
Armasesti,0.0
Axintele,0.06894225810095912
Balotesti,0.29966343572478904
Baneasa,0.3456936744469825
Barcanesti,0.6702108487159022
Belciugatele,0.2888291637056529
Berceni,0.1531308938072822
Bolintin-Deal,0.03239476789914168
Oras Bolintin-Vale,0.7140698233692504
Brazii,0.0
Branesti,0.053924636461607264
Brezoaele,0.06090757377029367
Bucsani,0.02406446091821941
Oras Budesti,0.9625806769610771
Bulbucata,0.0
Butimanu,0.3162887439345098
Buturugeni,0.34725823462148353
Calugareni,0.06600935012881014
Cascioarele,0.18701968289473336
Cernica,0.5495849343724825
Chirnogi,0.7565826957961167
Chiselet,0.7385830882760526
Ciocanesti,0.4642607949125037
Ciolpani,0.09868980318480772
Ciorogarla,0.32443522568313865
Clejani,0.6588514030680889
Clinceni,0.10104483447854125
Colibasi,0.2519738970640647
Comana,0.40857172890908533
Corbeanca,0.2162035295062753
Cornetu,0.34349019711339235
Cosereni,0.0
Crevedia,0.0947145493858992
Crevedia Mare,0.37397371450055883
Curcani,0.9454999287137398
Daia,0.0627401018542274
Dascalu,0.09825098753866157
Darasti-Ilfov,0.05127526742961471
1 Decembrie,0.3649121497857078
Domnesti,0.1684250759859295
Dragomiresti-Vale,0.028128061769521595
Dragoesti,0.03589676995403601
Dridu,0.028897963373678046
Oras Fierbinti-Targ,0.04096753706391755
Floresti-Stoenesti,0.030484207376179046
Frasinet,0.48462113418571223
Fratesti,0.31961541613685196
Frumusani,0.7728189296816361
Fundeni,0.4528483090704616
Oras Fundulea,0.34163182608857595
Gaiseni,0.38277152367830625
Ganeasa,0.8504789395739843
Gaujani,0.6064766860497645
Ghimpati,0.3937895100894215
Garbovi,0.06099045565213539
Gogosari,0.1704009325839533
Gostinu,0.0
Gostinari,0.8016725544893915
Gradinari,0.0646491071653678
Gradistea,0.08349970800272821
Greaca,0.03758419394435074
Gruiu,0.02208294409972287
Gurbanesti,0.36849714413934487
Hotarele,0.2584822056651547
Iepuresti,0.0
Ileana,0.24441587174331303
Ion Roata,0.5520531956717152
Izvoarele,0.11286359539874109
Jilavele,0.15477852527829228
Joita,0.11003519448049769
Letca Noua,0.24244619798247705
Luica,0.24237852823092157
Mihai Bravu,0.12315273892317621
Oras Mihailesti,0.2073464478810893
Manastirea,0.6025837715489384
Marsa,0.0
Moara Vlasiei,0.0502122593210513
Movilita,0.20726988062670504
Nana,0.6812419209730676
Nicolae Balcescu,0.19528130606625718
Niculesti,0.2152644559412367
Nuci,0.15133331980184814
Ogrezeni,0.0
Oinacu,0.03302330685361306
Peris,0.03524247704394814
Petrachioaia,0.43634054467840067
Plataresti,0.281760005053586
Prundu,0.6685982024599201
Putineiu,0.3769714087869044
Radovanu,0.15063710564185542
Rasuceni,0.28458178215706265
Roata De Jos,0.29789551413276316
Sarulesti,0.8397471737600852
Schitu,0.17782535312623618
Sinesti,0.5485004558178874
Singureni,0.4501700330342495
Slobozia Moara,0.024129825869789182
Snagov,0.05660414742113547
Sohatu,0.2065776258235997
Spantov,0.9128076514801413
Stanesti,0.07681824409048703
Stoenesti,0.09320608178201056
Soldanu,0.8375680833435121
Stefanestii De Jos,1.012126121813695
Tamadau Mare,0.17892353224979324
Tartasesti,0.17161431801878457
Tunari,0.46835762469830355
Ulmeni,0.5742278275024675
Ulmi,0.005010380354232375
Valea Argovei,0.19391911046218857
Valea Dragului,0.44077574311478396
Valea Macrisului,0.22881886271875387
Vasilati,0.11757123051439662
Varasti,0.7716817731906396
Vedea,0.5564904525066349
Vidra,0.5652064420455549
Vanatorii Mici,0.017700971091641968
Municipiul Baia Mare,0.7448302622041623
Grosi,0.11621698418930837
Recea,0.3408509165818491
Oras Tautii-Magheraus,0.6440631276429413
Municipiul Sighetu Marmatiei,0.8327306885988754
Sarasau,0.23044189176852028
Vadu Izei,0.02040000200615466
Oras Baia Sprie,0.9473873124678993
Oras Borsa,0.17186510307323807
Oras Cavnic,0.6729474016977153
Oras Targu Lapus,0.5910133546111249
Oras Viseu De Sus,0.5319000120152522
Ardusat,0.03283100774483507
Arinis,0.5240530311136135
Asuaju De Sus,0.04546931027339213
Baita De Sub Codru,0.09838059913956637
Baiut,0.9532469351992843
Basesti,0.26997627128198287
Bicaz,0.0
Bistra,0.6363564902559871
Barsana,0.0
Bocicoiu Mare,1.297278112576959
Bogdan Voda,0.0
Boiu Mare,0.0
Botiza,0.0
Budesti,0.011407757737461138
Calinesti,0.0
Cernesti,0.21488556117482144
Cicarlau,0.06354893069433266
Campulung La Tisa,1.0862971868822915
Copalnic-Manastur,0.41709988867532666
Coroieni,0.7164845410356973
Cupseni,0.0
Desesti,0.0
Oras Dragomiresti,0.03618713041875917
Dumbravita,0.06375794975997705
Farcasa,0.17791512483087718
Giulesti,0.011335179502420795
Ieud,0.0
Lapus,0.052303536715132715
Leordina,0.021344384585562984
Miresu Mare,0.13064970649707758
Moisei,0.004394488962009052
Oarta De Jos,0.06398672980840445
Ocna Sugatag,0.5840055159640828
Petrova,0.12213926105703785
Poienile De Sub Munte,0.24490463040681004
Remetea Chioarului,0.9793765872104222
Remeti,1.1686446435720437
Repedea,0.20408618031357528
Rona De Jos,0.07274775933636159
Rona De Sus,0.7131847439429614
Rozavlea,0.04781077259759603
Ruscova,0.4522173409020806
Satulung,0.8490268821937623
Sacalaseni,0.2493558821214815
Sacel,0.02066732839856935
Oras Salistea De Sus,0.0
Salsig,0.5239036214570678
Sapanta,0.034433794625960704
Oras Seini,0.8172026959066265
Stramtura,0.01265038515016602
Suciu De Sus,0.291701319902971
Sisesti,0.014843447361653224
Oras Somcuta Mare,0.723874131510943
Oras Ulmeni,1.4639534717436584
Valea Chioarului,0.445523991026389
Vima Mica,0.0
Viseu De Jos,0.08852733120966438
Municipiul Drobeta-Turnu Severin,0.09947666432357663
Simian,0.4096574451695276
Oras Baia De Arama,0.4832298961349587
Obarsia-Closani,0.0
Municipiul Orsova,0.4179336582065331
Oras Strehaia,0.5416106461161464
Oras Vanju Mare,0.18891406223025214
Bala,0.07941702035220966
Balta,0.0
Balacita,0.39339832928555857
Bacles,0.0
Balvanesti,0.0
Breznita-Motru,0.0
Breznita-Ocol,0.09951040620518034
Brosteni,0.14360385775404116
Burila Mare,0.09710889199635228
Butoiesti,0.2550843191231018
Cazanesti,0.0
Ciresu,0.060741119423731046
Corcova,0.28876948321411694
Corlatel,0.6329208984823799
Cujmir,0.1076843650180923
Devesel,0.4388238233479633
Darvari,0.202292635757232
Dumbrava,0.0
Floresti,0.0
Garla Mare,0.9294570197588179
Godeanu,0.0
Gogosu,0.5669785518039416
Greci,0.0
Grozesti,0.02603916057662943
Gruia,0.9168138410644002
Hinova,0.0
Husnicioara,0.0
Eselnita,0.9604142116113145
Ilovat,0.0
Ilovita,0.0
Isverna,0.03596889024410891
Izvoru Barzii,0.0
Jiana,0.7009298859761015
Livezile,0.0
Malovat,0.06916177850395011
Obarsia De Camp,0.0
Oprisor,0.0
Padina,0.0
Patulele,0.03272573862101541
Dubova,1.1836845245847656
Podeni,0.0
Ponoarele,0.02187247612535633
Poroina Mare,0.0
Pristol,0.0
Prunisor,0.0
Punghina,0.8784020142587773
Rogova,0.05913037977308044
Salcia,0.0
Stangaceaua,0.0
Svinita,0.42861035507213774
Sisesti,0.0
